system_id,system_label,model,harness,system_group,model_key,display_order,protocol_id,protocol_label,protocol_order,scheduled_attempt,result_present,result_path,benchmark_version,verifier_details_path,verifier_reward_path,verifier_error_analysis_path,status,exception_type,prediction_valid,verifier_completed,valid_completion,error_review_status,t2_required_family_f1,primary_t2_required_family_f1,t3_molecular_transition_f1,primary_t3_molecular_transition_f1,t3_state_f1,primary_t3_state_f1,t3_typed_edge_f1,primary_t3_typed_edge_f1,input_tokens,cache_read_tokens,cache_creation_tokens,cache_creation_5m_tokens,cache_creation_1h_tokens,output_tokens,normalized_api_cost_usd,normalized_api_cost_precision,normalized_api_cost_kind,pricing_snapshot_id,pricing_date,pricing_status,token_usage_source,uncached_input_tokens,rate_uncached_input_per_million,rate_cached_input_per_million,rate_output_per_million,rate_cache_creation_5m_per_million,rate_cache_creation_1h_per_million
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,dr_seq,DR-seq,3,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/dr_seq__GYWrHVx/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/dr_seq__GYWrHVx/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/dr_seq__GYWrHVx/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/dr_seq__GYWrHVx/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5363636363636365,0.5363636363636365,0.5942028985507246,0.5942028985507246,0.558568128621937,0.558568128621937,0.5185185185185185,0.5185185185185185,2818930,2818856,406536,,,131571,7.239923,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,indrop_v1,inDrop v1,4,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/indrop_v1__Y8W84hE/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/indrop_v1__Y8W84hE/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/indrop_v1__Y8W84hE/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/indrop_v1__Y8W84hE/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6248809693175891,0.6248809693175891,0.8294149512459372,0.8294149512459372,0.6307318098951625,0.6307318098951625,0.6923076923076923,0.6923076923076923,3249859,3249791,222536,,,88828,5.2367855,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,petri_seq,PETRI-seq,5,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/petri_seq__G7vnZJr/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/petri_seq__G7vnZJr/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/petri_seq__G7vnZJr/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/petri_seq__G7vnZJr/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.8338715565509519,0.8338715565509519,0.8635747450845271,0.8635747450845271,0.7773837222513013,0.7773837222513013,0.8461538461538461,0.8461538461538461,3627190,3627116,451424,,,110490,7.397578,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,pip_seq_v4,PIP-seq v4,6,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/pip_seq_v4__jdtGK3b/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/pip_seq_v4__jdtGK3b/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/pip_seq_v4__jdtGK3b/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/pip_seq_v4__jdtGK3b/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.709442007797271,0.709442007797271,0.8313909774436088,0.8313909774436088,0.6574401381824987,0.6574401381824987,0.7333333333333333,0.7333333333333333,6590269,6590165,428496,,,159748,9.9674025,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,sci_atac_seq,sci-ATAC-seq,7,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/sci_atac_seq__z8Gttea/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/sci_atac_seq__z8Gttea/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/sci_atac_seq__z8Gttea/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/sci_atac_seq__z8Gttea/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.8031818181818181,0.8031818181818181,0.4583333333333333,0.4583333333333333,0.46149149115313737,0.46149149115313737,0.3157894736842105,0.3157894736842105,3037020,3036944,150042,,,72520,4.2696145,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,scrrbs,scRRBS,8,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/scrrbs__W3kJwdk/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/scrrbs__W3kJwdk/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/scrrbs__W3kJwdk/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/scrrbs__W3kJwdk/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.7852910052910053,0.7852910052910053,0.8131313131313131,0.8131313131313131,0.7384203673967245,0.7384203673967245,0.75,0.75,4056038,4055962,254581,,,98991,6.09426725,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,share_seq,SHARE-seq,9,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/share_seq__rkFtYnK/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/share_seq__rkFtYnK/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/share_seq__rkFtYnK/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/share_seq__rkFtYnK/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.9523927465723131,0.9523927465723131,0.7963132468853295,0.7963132468853295,0.7250333903939271,0.7250333903939271,0.75,0.75,7224015,7223915,378940,,,150829,9.7515575,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_pi,Claude + Pi,Claude,Pi,shared,claude_opus_5,3,smart_seq,SMART-seq,10,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/smart_seq__VT3xeQX/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/smart_seq__VT3xeQX/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/smart_seq__VT3xeQX/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-claude-opus-5/smart_seq__VT3xeQX/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5299999999999999,0.5299999999999999,0.8368421052631578,0.8368421052631578,0.6275599849279007,0.6275599849279007,0.8333333333333334,0.8333333333333334,3441149,3441081,369150,,,103789,6.622793,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,0.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,1,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/10x_chromium_3_gene_expression_v__NJbJrkR/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/10x_chromium_3_gene_expression_v__NJbJrkR/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/10x_chromium_3_gene_expression_v__NJbJrkR/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/10x_chromium_3_gene_expression_v__NJbJrkR/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5016666666666667,0.5016666666666667,0.9,0.9,0.9090391660621284,0.9090391660621284,1.0,1.0,3410836,3152113,,,,94692,5.2369715,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,258723.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,2,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/ddseq_single_cell_3_rna_seq_kit__3EtMYXm/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/ddseq_single_cell_3_rna_seq_kit__3EtMYXm/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/ddseq_single_cell_3_rna_seq_kit__3EtMYXm/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/ddseq_single_cell_3_rna_seq_kit__3EtMYXm/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.0,0.0,0.5,0.5,0.4796296296296296,0.4796296296296296,0.5,0.5,5874380,5525380,,,,132787,7.8273649999999995,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,349000.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,dr_seq,DR-seq,3,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/dr_seq__7e5XZMY/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/dr_seq__7e5XZMY/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/dr_seq__7e5XZMY/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/dr_seq__7e5XZMY/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.4944444444444444,0.4944444444444444,0.5761363636363636,0.5761363636363636,0.6185962185217063,0.6185962185217063,0.4444444444444444,0.4444444444444444,2306851,2049194,,,,107685,5.005007,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,257657.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,indrop_v1,inDrop v1,4,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/indrop_v1__6yjJPQg/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/indrop_v1__6yjJPQg/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/indrop_v1__6yjJPQg/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/indrop_v1__6yjJPQg/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6571562765631221,0.6571562765631221,0.8930660888407367,0.8930660888407367,0.686815626424497,0.686815626424497,0.8461538461538461,0.8461538461538461,2046575,1832239,,,,90166,4.2419495,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,214336.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,petri_seq,PETRI-seq,5,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/petri_seq__4PUS29o/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/petri_seq__4PUS29o/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/petri_seq__4PUS29o/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/petri_seq__4PUS29o/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.8093835715697253,0.8093835715697253,0.9534471085933439,0.9534471085933439,0.844447576964922,0.844447576964922,1.0,1.0,3129465,2870055,,,,88021,4.9326025,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,259410.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,pip_seq_v4,PIP-seq v4,6,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/pip_seq_v4__t4DRQAy/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/pip_seq_v4__t4DRQAy/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/pip_seq_v4__t4DRQAy/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/pip_seq_v4__t4DRQAy/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6104605263157894,0.6104605263157894,0.6267629858961128,0.6267629858961128,0.5494434157635711,0.5494434157635711,0.4864864864864865,0.4864864864864865,5297635,4938084,,,,147217,7.947222,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,359551.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,sci_atac_seq,sci-ATAC-seq,7,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/sci_atac_seq__v3j8AVq/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/sci_atac_seq__v3j8AVq/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/sci_atac_seq__v3j8AVq/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/sci_atac_seq__v3j8AVq/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.7888008373205742,0.7888008373205742,0.4583333333333333,0.4583333333333333,0.44285525532323156,0.44285525532323156,0.3157894736842105,0.3157894736842105,1791043,1660698,,,,66914,3.154924,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,130345.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,scrrbs,scRRBS,8,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/scrrbs__PNtUm5M/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/scrrbs__PNtUm5M/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/scrrbs__PNtUm5M/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/scrrbs__PNtUm5M/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.8195767195767196,0.8195767195767196,0.8131313131313131,0.8131313131313131,0.7982639570073636,0.7982639570073636,0.75,0.75,2352374,2148107,,,,75951,3.9941635,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,204267.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,share_seq,SHARE-seq,9,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/share_seq__wemanNy/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/share_seq__wemanNy/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/share_seq__wemanNy/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/share_seq__wemanNy/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.9523927465723133,0.9523927465723133,0.7693181818181817,0.7693181818181817,0.7412636007279435,0.7412636007279435,0.7333333333333333,0.7333333333333333,4157757,3817312,,,,111441,6.3969059999999995,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,340445.0,5.0,0.5,25.0,6.25,10.0
claude_mini_swe,Claude + mini-SWE,Claude,mini-SWE,shared,claude_opus_5,4,smart_seq,SMART-seq,10,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/smart_seq__JzcvT9D/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/smart_seq__JzcvT9D/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/smart_seq__JzcvT9D/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/mini-swe-agent/libgen-claude-opus5/smart_seq__JzcvT9D/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.44166666666666665,0.44166666666666665,0.788888888888889,0.788888888888889,0.6626697170013792,0.6626697170013792,0.8,0.8,1743117,1566151,,,,77613,3.6082305,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,176966.0,5.0,0.5,25.0,6.25,10.0
gemini_pi,Gemini + Pi,Gemini,Pi,shared,gemini_3_7_flash,5,10x_chromium_3_gene_expression_v4,10x 3' GEX v4,1,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/10x_chromium_3_gene_expression_v__QjxdPbq/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/10x_chromium_3_gene_expression_v__QjxdPbq/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/10x_chromium_3_gene_expression_v__QjxdPbq/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/10x_chromium_3_gene_expression_v__QjxdPbq/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5407407407407409,0.5407407407407409,0.6375000000000001,0.6375000000000001,0.725304637355796,0.725304637355796,0.5,0.5,3686327,2632701,0,,,68943,1.246208325,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,1053626.0,0.75,0.075,3.75,,
gemini_pi,Gemini + Pi,Gemini,Pi,shared,gemini_3_7_flash,5,ddseq_single_cell_3_rna_seq_kit,ddSEQ 3' RNA,2,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/ddseq_single_cell_3_rna_seq_kit__2JuN6aH/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/ddseq_single_cell_3_rna_seq_kit__2JuN6aH/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/ddseq_single_cell_3_rna_seq_kit__2JuN6aH/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/ddseq_single_cell_3_rna_seq_kit__2JuN6aH/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.0,0.0,0.4346153846153845,0.4346153846153845,0.5199074074074074,0.5199074074074074,0.35714285714285715,0.35714285714285715,2685168,2329892,0,,,99605,0.81471765,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,355276.0,0.75,0.075,3.75,,
gemini_pi,Gemini + Pi,Gemini,Pi,shared,gemini_3_7_flash,5,dr_seq,DR-seq,3,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/dr_seq__dDpHBeo/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/dr_seq__dDpHBeo/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/dr_seq__dDpHBeo/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/dr_seq__dDpHBeo/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.5,0.5,0.6284090909090909,0.6284090909090909,0.34850425159619797,0.34850425159619797,0.56,0.56,2104803,1835953,0,,,87797,0.668572725,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,268850.0,0.75,0.075,3.75,,
gemini_pi,Gemini + Pi,Gemini,Pi,shared,gemini_3_7_flash,5,indrop_v1,inDrop v1,4,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/indrop_v1__vEg3fXE/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/indrop_v1__vEg3fXE/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/indrop_v1__vEg3fXE/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/indrop_v1__vEg3fXE/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.6009972969127899,0.6009972969127899,0.8930660888407367,0.8930660888407367,0.629893334587948,0.629893334587948,0.8461538461538461,0.8461538461538461,4923483,4252364,0,,,90506,1.16166405,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,671119.0,0.75,0.075,3.75,,
gemini_pi,Gemini + Pi,Gemini,Pi,shared,gemini_3_7_flash,5,petri_seq,PETRI-seq,5,1,1,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/petri_seq__RmekP4t/result.json,4.5.0,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/petri_seq__RmekP4t/verifier/rescore/libgen-4.5.0/details.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/petri_seq__RmekP4t/verifier/rescore/libgen-4.5.0/reward.json,/Users/seqmachines/playground/libstruct-bench/runs/libgen/pi/libgen-pi-gemini-3-7-flash/petri_seq__RmekP4t/verifier/rescore/libgen-4.5.0/error_analysis.json,valid_completion,,1,1,1,pending,0.549217273954116,0.549217273954116,0.9829979360165119,0.9829979360165119,0.8410005093588604,0.8410005093588604,1.0,1.0,5115429,4413836,0,,,100226,1.23307995,per_api_call,estimated,libgen-api-pricing-2026-08-15,2026-08-15,per_token_rates_available,harbor_agent_result,701593.0,0.75,0.075,3.75,,
